epoch,acc,mAP,train_loss,val_loss,model_save
1,0.17410071942446043,0.16315890461193064,0.08170766631917424,0.6988297816946638,0
2,0.2170263788968825,0.3183001430492255,0.03400802512763829,0.6957549740656388,0
3,0.2249400479616307,0.3984089185352973,0.02500571484139596,0.6948813243163862,0
4,0.23525179856115108,0.4314662110886296,0.02018243504714669,0.6942645167275299,0
5,0.2422062350119904,0.45577179028808923,0.017219985394953955,0.6937487890966219,0
6,0.2565947242206235,0.4756498703889913,0.014989968752831703,0.6936250231248869,0
7,0.2508393285371703,0.4752614379033265,0.0133230395203857,0.6933758435775336,0
8,0.24364508393285372,0.4874153032430891,0.011959773726260801,0.6929864003503923,0
9,0.2577937649880096,0.4880484737938613,0.010746701463290771,0.6931492305773911,0
10,0.252757793764988,0.4896923491077253,0.009768699831893709,0.692846059456146,0
11,0.2460431654676259,0.48549462569252017,0.008811642593146424,0.6929478681630654,0
12,0.24628297362110313,0.48974798727869273,0.008040815767669,0.6927055755965144,0
13,0.260431654676259,0.4788576320675364,0.007441972746583742,0.692891078572765,0
14,0.25443645083932853,0.47734542332578955,0.006772185273262771,0.6926930807191405,0
15,0.26187050359712233,0.48910873403824096,0.006471600671046609,0.6926944493389816,1
