epoch,acc,mAP,train_loss,val_loss,model_save
1,0.7727848101265823,0.8314112568674201,0.8663979617032138,1.6452284414556961,0
2,0.8037974683544303,0.8680102614350256,0.5312958127242728,1.6127670094936708,0
3,0.8531645569620253,0.9111167860272003,0.3975257107239665,1.5933816257911393,0
4,0.8613924050632912,0.9246328373836755,0.2991603831741467,1.5797097507911393,0
5,0.8727848101265823,0.9279774377238071,0.20746949243405696,1.5604504549050633,0
6,0.8683544303797468,0.9255001449529685,0.13869374658355266,1.549396756329114,0
7,0.8683544303797468,0.9325619665091315,0.08474608418528985,1.5373912183544305,0
8,0.8518987341772152,0.9237102205444636,0.060573786514595454,1.5414606408227849,0
9,0.8765822784810127,0.9313676004433059,0.04589885994136508,1.5276972903481012,0
10,0.8721518987341772,0.9353813576180044,0.027334822098181045,1.5131724683544303,1
